"Metabolite","Coef_RA_HC","PValue_RA_HC","CI_Lower_RA_HC","CI_Upper_RA_HC","Coef_RA_atRisk","PValue_RA_atRisk","CI_Lower_RA_atRisk","CI_Upper_RA_atRisk","Coef_HC_atRisk","PValue_HC_atRisk","CI_Lower_HC_atRisk","CI_Upper_HC_atRisk","RA_HC.color_ra","PRA_HC.color_ra","RA_PRA.color_ra"
"Hyperglycinemia, Non-Ketotic",-0.268858752062275,1.55604190596487e-19,-0.32344167948569,-0.214275824638859,-0.085160054872912,0.0229699461040202,-0.158467937938359,-0.0118521718074652,0.174954878047603,2.10183473383534e-06,0.104900070575799,0.245009685519407,"negative","negative","no"
"Hyperinsulinism-Hyperammonemia Syndrome",-0.374420687122854,8.02888392384289e-33,-0.429040812509613,-0.319800561736095,-0.0767070351514197,0.0495769072255869,-0.153271119420699,-0.000142950882140308,0.316029086275747,3.35861762249219e-15,0.244885475141182,0.387172697410312,"negative","negative","no"
"Hyperlysinemia I, Familial",-0.620343502867699,2.82758844017656e-41,-0.697855076764188,-0.54283192897121,-0.384908418208681,1.23047741421851e-11,-0.49176044131948,-0.278056395097881,0.232042808191472,8.6964418393775e-07,0.142705899784322,0.321379716598622,"negative","negative","negative"
"Hyperlysinemia II or Saccharopinuria",-0.620343502867699,2.82758844017656e-41,-0.697855076764188,-0.54283192897121,-0.384908418208681,1.23047741421851e-11,-0.49176044131948,-0.278056395097881,0.232042808191472,8.6964418393775e-07,0.142705899784322,0.321379716598622,"negative","negative","negative"
"Hypermethioninemia",-0.153194820646098,1.20942774217355e-05,-0.220946143152618,-0.085443498139577,-0.0342303952024315,0.441464373398506,-0.121664588354491,0.0532037979496276,0.114643807827045,0.0196976607091516,0.0185485333243455,0.210739082329744,"negative","no","no"
"Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome]",-0.169220895306476,5.26680514863332e-11,-0.218128328094752,-0.1203134625182,-0.172924122827083,5.41617219026019e-07,-0.239182393583438,-0.106665852070728,0.00108946185999417,0.971519403332993,-0.0591018144434542,0.0612807381634425,"negative","no","negative"
"Hyperornithinemia with Gyrate Atrophy ",-0.169220895306476,5.26680514863332e-11,-0.218128328094752,-0.1203134625182,-0.172924122827083,5.41617219026019e-07,-0.239182393583438,-0.106665852070728,0.00108946185999417,0.971519403332993,-0.0591018144434542,0.0612807381634425,"negative","no","negative"
"Hyperprolinemia Type I",-0.169220895306476,5.26680514863332e-11,-0.218128328094752,-0.1203134625182,-0.172924122827083,5.41617219026019e-07,-0.239182393583438,-0.106665852070728,0.00108946185999417,0.971519403332993,-0.0591018144434542,0.0612807381634425,"negative","no","negative"
"Hyperprolinemia Type II",-0.169220895306476,5.26680514863332e-11,-0.218128328094752,-0.1203134625182,-0.172924122827083,5.41617219026019e-07,-0.239182393583438,-0.106665852070728,0.00108946185999417,0.971519403332993,-0.0591018144434542,0.0612807381634425,"negative","no","negative"
"Hypoacetylaspartia",-0.247268583164232,5.74933323208967e-18,-0.300135099262824,-0.19440206706564,-0.238710901568552,1.17575890044112e-09,-0.313178268512804,-0.164243534624299,0.0170482816131327,0.625442979441999,-0.0518135270945629,0.0859100903208282,"negative","no","negative"
"Ibandronate Action Pathway",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Ibuprofen Action Pathway",0.169298568163877,0.00026966586369893,0.0789178908378665,0.259679245489888,-0.0640092696721599,0.299265047647574,-0.185192507108407,0.0571739677640876,-0.221753771454006,0.000214174801240175,-0.337242919654099,-0.106264623253914,"positive","positive","no"
"Imipramine Action Pathway",-0.289418481004223,5.72127366110328e-07,-0.400884260933194,-0.177952701075252,-0.212279144544385,0.00538940327791996,-0.361230111825127,-0.0633281772636427,0.0773833403283189,0.324320925163205,-0.077235373091814,0.232002053748452,"negative","no","negative"
"Indomethacin Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Inositol Metabolism",-0.203864178836396,2.28141486643019e-05,-0.297108498025465,-0.110619859647328,-0.245226486273225,7.15812731468096e-05,-0.364878079272329,-0.12557489327412,-0.041625876856295,0.540147271325806,-0.175577002227452,0.0923252485148623,"negative","no","negative"
"Inositol Phosphate Metabolism",-0.290257932081787,4.22997586502956e-08,-0.391816746014497,-0.188699118149078,-0.319094172013547,3.53800839095767e-06,-0.451689761450721,-0.186498582576374,-0.0257488750508744,0.745463515681348,-0.182179426359342,0.130681676257593,"negative","no","negative"
"Intracellular Signalling Through Adenosine Receptor A2a and Adenosine",-0.0753126855653569,0.165501116935683,-0.181920202468126,0.0312948313374122,-0.29939199473562,3.72834758277216e-05,-0.439893216869193,-0.158890772602048,-0.208566101194289,0.0135024704174761,-0.373425931001911,-0.0437062713866679,"no","no","negative"
"Intracellular Signalling Through Adenosine Receptor A2b and Adenosine",-0.0753126855653569,0.165501116935683,-0.181920202468126,0.0312948313374122,-0.29939199473562,3.72834758277216e-05,-0.439893216869193,-0.158890772602048,-0.208566101194289,0.0135024704174761,-0.373425931001911,-0.0437062713866679,"no","no","negative"
"Isobutyryl-CoA Dehydrogenase Deficiency",-0.104100102330896,0.000762683786319331,-0.164341717131031,-0.0438584875307608,-0.378495237059221,6.60472045941383e-19,-0.456073327036159,-0.300917147082283,-0.259692122278587,2.15320838909141e-10,-0.335025785675201,-0.184358458881973,"negative","positive","negative"
"Isovaleric Acidemia",-0.104100102330896,0.000762683786319331,-0.164341717131031,-0.0438584875307608,-0.378495237059221,6.60472045941383e-19,-0.456073327036159,-0.300917147082283,-0.259692122278587,2.15320838909141e-10,-0.335025785675201,-0.184358458881973,"negative","positive","negative"
"Isovaleric Aciduria",-0.104100102330896,0.000762683786319331,-0.164341717131031,-0.0438584875307608,-0.378495237059221,6.60472045941383e-19,-0.456073327036159,-0.300917147082283,-0.259692122278587,2.15320838909141e-10,-0.335025785675201,-0.184358458881973,"negative","positive","negative"
"Josamycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Joubert Syndrome",-0.0299084845659415,0.610777322165845,-0.145423362363168,0.0856063932312851,-0.243037690557824,0.00178317040126772,-0.394642307483102,-0.0914330736325459,-0.207665278588537,0.0216680180460301,-0.384503959523947,-0.0308265976531266,"no","no","negative"
"Kanamycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Ketobemidone  Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Ketone Body Metabolism",-0.336274625596489,9.72507089800011e-09,-0.448445154749267,-0.224104096443711,-0.230859375990116,0.00231987297594789,-0.378636073335003,-0.0830826786452283,0.101677794655294,0.16585446880159,-0.0426038691450301,0.245959458455618,"negative","no","negative"
"Ketoprofen Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Ketorolac Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Krabbe Disease",0.116922901945543,0.0317547904360174,0.0102776092821764,0.22356819460891,-0.271607706826322,0.00024487512935041,-0.415416967218206,-0.127798446434438,-0.397932524248507,7.6463545094452e-07,-0.550294121354985,-0.245570927142029,"no","positive","negative"
"L-Arginine:Glycine Amidinotransferase Deficiency",-0.169220895306476,5.26680514863332e-11,-0.218128328094752,-0.1203134625182,-0.172924122827083,5.41617219026019e-07,-0.239182393583438,-0.106665852070728,0.00108946185999417,0.971519403332993,-0.0591018144434542,0.0612807381634425,"negative","no","negative"
"Lactic Acidemia",-0.0980723140418954,0.00173968572410471,-0.159154337092555,-0.036990290991236,0.087287565902616,0.0439717484139801,0.00237478244419473,0.172200349361037,0.185378035881885,3.71066709752225e-06,0.109140744930435,0.261615326833334,"negative","negative","no"
"Lactose Synthesis",0.305072512881674,3.20200612901307e-09,0.206675686446889,0.403469339316459,-0.25634786514632,0.000129084429569322,-0.386230510295521,-0.126465219997119,-0.543146813106181,1.09353104647186e-11,-0.688932564915826,-0.397361061296537,"positive","positive","negative"
"Leigh Syndrome",-0.386425778769183,4.83668931443638e-22,-0.459190609198864,-0.313660948339502,-0.0365916387001459,0.457848088424243,-0.133501461276549,0.0603181838762575,0.354891039720559,4.78168841852519e-11,0.256009863457785,0.453772215983333,"negative","negative","no"
"Lesch-Nyhan Syndrome ",-0.130841335635706,2.92634742973236e-05,-0.191515952695189,-0.0701667185762232,0.144435423375742,0.000520220830621071,0.0634991948410271,0.225371651910456,0.28689745724388,1.36208314014634e-10,0.204707987185374,0.369086927302386,"negative","negative","positive"
"Leukotriene C4 Synthesis Deficiency",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Levallorphan Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Levobupivacaine Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Levomethadyl Acetate Action Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Levorphanol Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Lincomycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Long Chain Acyl-CoA Dehydrogenase Deficiency ",-0.260250967640514,7.50457059709329e-08,-0.353129164783101,-0.167372770497926,-0.114634139474432,0.0846374134099985,-0.245037541285108,0.0157692623362431,0.133049977884619,0.0586362249135896,-0.00491991325843341,0.271019869027671,"negative","no","no"
"Lornoxicam Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Lovastatin Action Pathway",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Lumiracoxib Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Lymecycline Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Lysine Degradation",-0.620343502867699,2.82758844017656e-41,-0.697855076764188,-0.54283192897121,-0.384908418208681,1.23047741421851e-11,-0.49176044131948,-0.278056395097881,0.232042808191472,8.6964418393775e-07,0.142705899784322,0.321379716598622,"negative","negative","negative"
"Lysosomal Acid Lipase Deficiency ",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Magnesium Salicylate Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Malate-Aspartate Shuttle",-0.339654862238459,4.24391502886968e-10,-0.44318048537348,-0.236129239103437,-0.138636939536282,0.0447964216924401,-0.274030332461598,-0.00324354661096696,0.215726400684885,0.00342466229280281,0.072399393683185,0.359053407686585,"negative","negative","no"
"Malonic Aciduria",-0.295564365635707,2.05866550996101e-14,-0.367931476998231,-0.223197254273183,-0.308676345208082,3.05000307642035e-10,-0.401476376595721,-0.215876313820444,-0.0183584594294788,0.722568685343744,-0.120336479501182,0.0836195606422247,"negative","no","negative"
"Malonyl-CoA Decarboxylase Deficiency",-0.295564365635707,2.05866550996101e-14,-0.367931476998231,-0.223197254273183,-0.308676345208082,3.05000307642035e-10,-0.401476376595721,-0.215876313820444,-0.0183584594294788,0.722568685343744,-0.120336479501182,0.0836195606422247,"negative","no","negative"
"Maple Syrup Urine Disease",-0.104100102330896,0.000762683786319331,-0.164341717131031,-0.0438584875307608,-0.378495237059221,6.60472045941383e-19,-0.456073327036159,-0.300917147082283,-0.259692122278587,2.15320838909141e-10,-0.335025785675201,-0.184358458881973,"negative","positive","negative"
"Medium Chain Acyl-CoA Dehydrogenase Deficiency ",-0.260250967640514,7.50457059709329e-08,-0.353129164783101,-0.167372770497926,-0.114634139474432,0.0846374134099985,-0.245037541285108,0.0157692623362431,0.133049977884619,0.0586362249135896,-0.00491991325843341,0.271019869027671,"negative","no","no"
"Mefenamic Acid Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Meloxicam Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Mepivacaine Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Mercaptopurine Action Pathway",-0.234077698349451,3.99487673551835e-15,-0.289718307010266,-0.178437089688636,0.0472018199643012,0.21569378762083,-0.0276890174055213,0.122092657334124,0.295154473770948,1.35902735494952e-12,0.219765105179077,0.370543842362818,"negative","negative","no"
"Mercaptopurine Metabolism Pathway",-0.742881998522269,6.09672727958454e-55,-0.818417260064227,-0.667346736980311,-0.472099466930619,2.30170254719862e-16,-0.578058881597649,-0.36614005226359,0.281467475269291,2.55119337001268e-08,0.18687280659596,0.376062143942623,"negative","negative","negative"
"Metachromatic Leukodystrophy ",0.116922901945543,0.0317547904360174,0.0102776092821764,0.22356819460891,-0.271607706826322,0.00024487512935041,-0.415416967218206,-0.127798446434438,-0.397932524248507,7.6463545094452e-07,-0.550294121354985,-0.245570927142029,"no","positive","negative"
"Methacycline Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Methadone Action Pathway",-0.289418481004223,5.72127366110328e-07,-0.400884260933194,-0.177952701075252,-0.212279144544385,0.00538940327791996,-0.361230111825127,-0.0633281772636427,0.0773833403283189,0.324320925163205,-0.077235373091814,0.232002053748452,"negative","no","negative"
"Methadyl Acetate Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Methionine Adenosyltransferase Deficiency",-0.153194820646098,1.20942774217355e-05,-0.220946143152618,-0.085443498139577,-0.0342303952024315,0.441464373398506,-0.121664588354491,0.0532037979496276,0.114643807827045,0.0196976607091516,0.0185485333243455,0.210739082329744,"negative","no","no"
"Methionine Metabolism",-0.153194820646098,1.20942774217355e-05,-0.220946143152618,-0.085443498139577,-0.0342303952024315,0.441464373398506,-0.121664588354491,0.0532037979496276,0.114643807827045,0.0196976607091516,0.0185485333243455,0.210739082329744,"negative","no","no"
"Methotrexate Action Pathway",-0.189719059046163,0.000637256380732992,-0.297894386520203,-0.0815437315721217,-0.123961687438402,0.0944385273083923,-0.269381086285571,0.0214577114087668,0.0832968557816022,0.314473474886005,-0.0797740133845145,0.246367724947719,"negative","no","no"
"Methylenetetrahydrofolate Reductase Deficiency ",-0.103389661409798,0.00107070166317329,-0.164984926384978,-0.0417943964346183,0.0076946080739704,0.846732467216905,-0.0706147960106893,0.0860040121586302,0.112380129501645,0.0129966887005967,0.0240472016339402,0.20071305736935,"negative","no","no"
"Methylhistidine Metabolism",-0.61153571044567,2.58116300644412e-35,-0.696507637123456,-0.526563783767885,-0.465995944510763,1.18214417104392e-13,-0.583098423147003,-0.348893465874523,0.173186860355663,0.000406362797145423,0.0785719128853865,0.26780180782594,"negative","negative","negative"
"Methylmalonate Semialdehyde Dehydrogenase Deficiency",-0.104100102330896,0.000762683786319331,-0.164341717131031,-0.0438584875307608,-0.378495237059221,6.60472045941383e-19,-0.456073327036159,-0.300917147082283,-0.259692122278587,2.15320838909141e-10,-0.335025785675201,-0.184358458881973,"negative","positive","negative"
"Methylmalonic Aciduria",-0.104100102330896,0.000762683786319331,-0.164341717131031,-0.0438584875307608,-0.378495237059221,6.60472045941383e-19,-0.456073327036159,-0.300917147082283,-0.259692122278587,2.15320838909141e-10,-0.335025785675201,-0.184358458881973,"negative","positive","negative"
"Methylmalonic Aciduria Due to Cobalamin-Related Disorders",-0.295564365635707,2.05866550996101e-14,-0.367931476998231,-0.223197254273183,-0.308676345208082,3.05000307642035e-10,-0.401476376595721,-0.215876313820444,-0.0183584594294788,0.722568685343744,-0.120336479501182,0.0836195606422247,"negative","no","negative"
"Mevalonic Aciduria",-0.101688764312773,0.0671024834392152,-0.210584534620688,0.00720700599514161,-0.431615372740534,4.60113050867341e-09,-0.57173754441306,-0.291493201068008,-0.334498919388994,3.70512363997637e-05,-0.489950563467366,-0.179047275310622,"no","positive","negative"
"Minocycline Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",-0.260250967640514,7.50457059709329e-08,-0.353129164783101,-0.167372770497926,-0.114634139474432,0.0846374134099985,-0.245037541285108,0.0157692623362431,0.133049977884619,0.0586362249135896,-0.00491991325843341,0.271019869027671,"negative","no","no"
"Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",-0.417433685688119,2.03599691146647e-12,-0.529431007344168,-0.30543636403207,-0.149244911376291,0.0560442016251673,-0.302366575655754,0.00387675290317172,0.25473015865044,0.00257979135734199,0.090518280516366,0.418942036784514,"negative","negative","no"
"Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",-0.417433685688119,2.03599691146647e-12,-0.529431007344168,-0.30543636403207,-0.149244911376291,0.0560442016251673,-0.302366575655754,0.00387675290317172,0.25473015865044,0.00257979135734199,0.090518280516366,0.418942036784514,"negative","negative","no"
"Mitochondrial Complex II Deficiency",-0.180772782799269,4.03200419098862e-06,-0.256532331476725,-0.105013234121814,-0.0784569223215231,0.112804422418315,-0.175554585287608,0.018640740644562,0.103985623474905,0.0489016635272654,0.000507182032320322,0.207464064917491,"negative","no","no"
"Mitochondrial DNA Depletion Syndrome",-0.130841335635706,2.92634742973236e-05,-0.191515952695189,-0.0701667185762232,0.144435423375742,0.000520220830621071,0.0634991948410271,0.225371651910456,0.28689745724388,1.36208314014634e-10,0.204707987185374,0.369086927302386,"negative","negative","positive"
"Mitochondrial Electron Transport Chain",-0.139339068529878,0.00366372205493098,-0.232968230203864,-0.045709906855892,-0.160463628938494,0.00973512397892152,-0.281791290950346,-0.0391359669266407,0.00172463949814817,0.978837887653837,-0.126523672722817,0.129972951719113,"negative","no","negative"
"MNGIE ",-0.201664344141794,6.41701068234481e-09,-0.268076385489351,-0.135252302794238,-0.238361677290802,4.67245188355955e-08,-0.321743906122532,-0.154979448459072,-0.0443083534282575,0.39930874938211,-0.147880580722982,0.0592638738664673,"negative","no","negative"
"Molybdenum Cofactor Deficiency",-0.130841335635706,2.92634742973236e-05,-0.191515952695189,-0.0701667185762232,0.144435423375742,0.000520220830621071,0.0634991948410271,0.225371651910456,0.28689745724388,1.36208314014634e-10,0.204707987185374,0.369086927302386,"negative","negative","positive"
"Monoamine Oxidase-A Deficiency ",-0.285219146429297,7.36240681116153e-15,-0.353757427075244,-0.21668086578335,-0.130518382453477,0.00611281204880486,-0.223493782072385,-0.0375429828345685,0.169822622198391,3.26080998186047e-05,0.0914898335889484,0.248155410807834,"negative","negative","negative"
"Morphine Action Pathway",-0.0244641118238587,0.684038322842813,-0.14264391996795,0.0937156963202322,-0.19369958924438,0.0142996715419893,-0.348357074283,-0.039042104205759,-0.17683701969016,0.0406001383587739,-0.346007212895163,-0.00766682648515582,"no","no","no"
"Mucopolysaccharidosis VII. Sly Syndrome",0.162063297875901,8.29103293898921e-05,0.0821335729679131,0.24199302278389,-0.133757517753536,0.0107807940549973,-0.236313535264638,-0.0312015002424351,-0.285889793133398,2.48867422323604e-06,-0.401262788570252,-0.170516797696545,"positive","positive","no"
"Multiple Carboxylase Deficiency, Neonatal or Early Onset Form",-0.0535768514206945,0.231184741839705,-0.141454846261855,0.0343011434204661,-0.331819512852461,3.19199252352411e-07,-0.456329870415348,-0.207309155289573,-0.257811677355895,6.52318225007046e-05,-0.381812740817065,-0.133810613894725,"no","positive","negative"
"Mycophenolic Acid Metabolism Pathway",-0.37795968499118,1.08468358297341e-10,-0.48916504783422,-0.26675432214814,-0.377739376166937,7.84300451713364e-07,-0.524679143144411,-0.230799609189463,-0.0118277077903479,0.891629359839273,-0.183064639415899,0.159409223835203,"negative","no","negative"
"Myoadenylate Deaminase Deficiency",-0.130841335635706,2.92634742973236e-05,-0.191515952695189,-0.0701667185762232,0.144435423375742,0.000520220830621071,0.0634991948410271,0.225371651910456,0.28689745724388,1.36208314014634e-10,0.204707987185374,0.369086927302386,"negative","negative","positive"
"Nabumetone Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Nalbuphine Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Naloxone Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Naltrexone Action Pathway",-0.0248214836832338,0.697540588271884,-0.150380171718387,0.100737204351919,-0.166090714046545,0.0469658264985197,-0.329937258785082,-0.00224416930800792,-0.14383477611975,0.108460853385823,-0.319834392526854,0.0321648402873537,"no","no","no"
"Naproxen Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Neomycin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Nepafenac Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
"Netilmicin Action Pathway",0.0379418523974174,0.399639373459472,-0.0505776912499954,0.12646139604483,0.0233849172869274,0.6919460037447,-0.0927036637565922,0.139473498330447,-0.00642654147940126,0.916475191715935,-0.12729755061411,0.114444467655308,"no","no","no"
"Nicotinate and Nicotinamide Metabolism",-0.745055306915802,3.98298124347354e-66,-0.810653940610605,-0.679456673220999,-0.419261774610384,5.63895283705185e-16,-0.514789899536794,-0.323733649683975,0.332451179200067,2.83824695453427e-10,0.235268280521594,0.42963407787854,"negative","negative","negative"
"Nicotine Action Pathway",-0.242191712537503,1.3014365117396e-05,-0.349708479722094,-0.134674945352912,-0.222325630211154,0.00235924592301492,-0.364880980588343,-0.0797702798339648,0.0143651283907423,0.85383460628306,-0.139433746074371,0.168164002855856,"negative","no","negative"
"Non-Ketotic Hyperglycinemia",-0.268858752062275,1.55604190596487e-19,-0.32344167948569,-0.214275824638859,-0.085160054872912,0.0229699461040202,-0.158467937938359,-0.0118521718074652,0.174954878047603,2.10183473383534e-06,0.104900070575799,0.245009685519407,"negative","negative","no"
"Nucleotide Sugars Metabolism",-0.0982689609995051,0.0574014529909419,-0.199645697952206,0.00310777595319534,-0.255108044646946,0.000211810809528593,-0.388799179141685,-0.121416910152208,-0.139998808167956,0.0655996595270215,-0.289144363588159,0.00914674725224773,"no","no","negative"
"Ornithine Aminotransferase Deficiency ",-0.169220895306476,5.26680514863332e-11,-0.218128328094752,-0.1203134625182,-0.172924122827083,5.41617219026019e-07,-0.239182393583438,-0.106665852070728,0.00108946185999417,0.971519403332993,-0.0591018144434542,0.0612807381634425,"negative","no","negative"
"Ornithine Transcarbamylase Deficiency ",-0.316417379674907,2.90531115557552e-26,-0.369755893553278,-0.263078865796536,-0.0583177485425949,0.141909714864677,-0.136267370240607,0.0196318731554168,0.264280168738924,1.22602393536328e-13,0.200276295732321,0.328284041745527,"negative","negative","no"
"Oxaprozin Action Pathway",0.187519464637131,0.000110570108132183,0.0933252428325003,0.281713686441762,0.00501612532950594,0.938307726625021,-0.122478644688888,0.1325108953479,-0.157603180054538,0.0135086827303273,-0.282188140738715,-0.0330182193703611,"positive","no","no"
